sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
1323,M,82.65,Central,51.98,Others,Science,78.82,Comm&Mgmt,No,68.09,Mkt&Fin,75.26,Placed,330117.0
1324,M,69.53,Others,88.89,Central,Commerce,67.95,Comm&Mgmt,No,69.23,Mkt&HR,70.79,Placed,328905.0
1325,M,53.29,Central,49.04,Central,Science,82.92,Comm&Mgmt,No,98.0,Mkt&Fin,65.91,Not Placed,
1326,M,79.85,Others,61.57,Others,Commerce,61.95,Comm&Mgmt,No,93.6,Mkt&Fin,77.89,Not Placed,305894.0
1327,M,81.62,Central,70.65,Others,Commerce,85.06,Comm&Mgmt,No,90.9,Mkt&Fin,72.47,Placed,273527.0
1328,M,89.4,Others,50.93,Central,Commerce,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,74.59,Placed,
1329,F,40.89,Central,37.0,Central,Commerce,50.15,Comm&Mgmt,No,98.0,Mkt&Fin,64.99,Not Placed,
1330,M,75.89,Central,63.3,Others,Science,78.08,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Placed,313205.0
1331,M,77.49,Others,81.19,Others,Commerce,84.95,Sci&Tech,No,98.0,Mkt&Fin,77.89,Placed,320638.0
1332,F,52.38,Central,55.91,Central,Arts,72.74,Comm&Mgmt,No,98.0,Mkt&Fin,68.46,Not Placed,
1333,M,60.75,Central,54.31,Central,Commerce,66.02,Comm&Mgmt,No,88.09,Mkt&HR,63.83,Not Placed,
1334,F,67.78,Others,89.62,Central,Science,81.11,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,299221.0
1335,M,89.4,Central,90.09,Central,Commerce,91.0,Sci&Tech,No,98.0,Mkt&HR,66.1,Not Placed,307957.0
1336,M,73.59,Others,69.74,Central,Science,70.6,Comm&Mgmt,No,82.61,Mkt&Fin,57.49,Placed,
1337,M,55.25,Central,62.47,Central,Commerce,87.82,Comm&Mgmt,No,60.84,Mkt&HR,66.19,Placed,
1338,M,67.24,Central,68.78,Central,Science,81.45,Comm&Mgmt,No,65.16,Mkt&Fin,77.89,Placed,572157.0
1339,M,56.46,Others,40.13,Central,Commerce,54.42,Others,No,98.0,Mkt&Fin,67.69,Not Placed,
1340,M,79.92,Others,57.87,Others,Science,83.23,Sci&Tech,No,61.3,Mkt&Fin,51.21,Not Placed,
1341,M,89.4,Others,71.13,Others,Commerce,88.3,Comm&Mgmt,Yes,96.49,Mkt&Fin,77.89,Placed,339329.0
1342,M,63.06,Others,94.02,Central,Science,60.91,Comm&Mgmt,No,98.0,Mkt&Fin,66.49,Placed,289258.0
1343,F,72.87,Central,65.77,Central,Commerce,61.18,Comm&Mgmt,Yes,77.36,Mkt&Fin,76.9,Not Placed,324743.0
1344,M,83.67,Others,45.66,Central,Commerce,80.59,Sci&Tech,No,98.0,Mkt&Fin,76.58,Not Placed,
1345,M,83.44,Central,87.12,Central,Commerce,83.49,Sci&Tech,No,74.73,Mkt&Fin,73.87,Not Placed,322445.0
1346,M,41.72,Central,68.9,Central,Science,71.29,Sci&Tech,No,74.7,Mkt&HR,68.66,Not Placed,
1347,M,43.82,Others,89.1,Central,Commerce,66.09,Comm&Mgmt,Yes,98.0,Mkt&Fin,53.1,Not Placed,283533.0
1348,M,72.45,Central,74.31,Central,Science,54.73,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,245771.0
1349,M,64.31,Central,76.11,Others,Commerce,75.74,Comm&Mgmt,No,70.14,Mkt&Fin,75.96,Placed,285152.0
1350,M,50.68,Others,49.89,Others,Science,74.61,Comm&Mgmt,No,67.45,Mkt&Fin,52.85,Not Placed,409965.0
1351,F,54.53,Central,83.15,Central,Science,56.63,Comm&Mgmt,No,50.39,Mkt&HR,53.69,Placed,
1352,M,69.76,Others,58.24,Others,Commerce,50.0,Comm&Mgmt,No,50.0,Mkt&Fin,61.42,Placed,321049.0
1353,M,54.58,Central,37.0,Central,Science,87.66,Comm&Mgmt,No,87.4,Mkt&Fin,58.71,Not Placed,
1354,M,89.4,Others,84.71,Central,Science,87.88,Comm&Mgmt,No,82.41,Mkt&Fin,67.38,Placed,337858.0
1355,M,62.07,Central,37.12,Central,Science,84.62,Sci&Tech,No,98.0,Mkt&Fin,77.89,Placed,
1356,M,89.4,Central,59.88,Central,Science,87.01,Comm&Mgmt,No,68.79,Mkt&Fin,77.89,Placed,319799.0
1357,M,64.11,Others,76.32,Central,Science,71.11,Comm&Mgmt,No,92.19,Mkt&Fin,63.94,Not Placed,221273.0
1358,F,89.4,Central,55.2,Others,Science,75.49,Comm&Mgmt,No,98.0,Mkt&Fin,73.96,Not Placed,200000.0
1359,F,51.36,Central,79.54,Central,Science,56.94,Comm&Mgmt,No,66.65,Mkt&HR,77.89,Placed,
1360,M,47.16,Others,75.77,Others,Commerce,53.77,Comm&Mgmt,No,58.56,Mkt&HR,70.85,Not Placed,
1361,M,52.95,Central,54.29,Others,Science,67.58,Sci&Tech,No,96.53,Mkt&HR,77.89,Not Placed,
1362,M,40.89,Central,83.89,Central,Commerce,63.04,Comm&Mgmt,No,84.51,Mkt&HR,75.4,Placed,
1363,M,47.46,Others,69.16,Central,Science,56.57,Comm&Mgmt,No,63.96,Mkt&HR,68.76,Not Placed,
1364,M,75.14,Central,55.33,Others,Science,75.64,Comm&Mgmt,Yes,98.0,Mkt&Fin,71.64,Not Placed,200000.0
1365,M,40.89,Central,66.26,Others,Science,50.0,Others,Yes,79.59,Mkt&HR,64.0,Not Placed,
1366,M,40.89,Central,63.13,Others,Science,56.57,Comm&Mgmt,Yes,80.3,Mkt&HR,63.24,Placed,
1367,M,49.89,Others,59.76,Others,Arts,73.66,Comm&Mgmt,Yes,72.06,Mkt&Fin,69.97,Placed,
1368,M,73.7,Central,71.51,Others,Science,75.47,Comm&Mgmt,No,96.21,Mkt&Fin,68.78,Placed,
1369,M,57.16,Central,60.57,Central,Commerce,56.41,Comm&Mgmt,No,69.03,Mkt&Fin,73.83,Not Placed,
1370,M,89.4,Others,90.86,Central,Science,82.55,Sci&Tech,No,81.24,Mkt&HR,63.04,Placed,292582.0
1371,M,56.31,Others,58.99,Others,Arts,50.37,Comm&Mgmt,Yes,98.0,Mkt&Fin,68.24,Placed,319340.0
1372,M,89.4,Others,62.1,Central,Science,88.8,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Placed,271212.0
1373,M,40.89,Central,37.0,Central,Science,71.07,Comm&Mgmt,Yes,54.99,Mkt&HR,68.28,Not Placed,
1374,F,81.8,Others,86.49,Central,Science,62.09,Comm&Mgmt,No,98.0,Mkt&HR,58.35,Not Placed,251186.0
1375,M,63.49,Central,76.71,Others,Science,72.52,Comm&Mgmt,No,54.03,Mkt&HR,72.69,Not Placed,
1376,M,64.15,Central,64.87,Central,Commerce,90.9,Comm&Mgmt,No,83.92,Mkt&Fin,66.76,Placed,200000.0
1377,M,40.89,Central,53.8,Central,Commerce,61.57,Comm&Mgmt,Yes,64.66,Mkt&HR,67.53,Not Placed,
1378,M,40.89,Central,39.83,Central,Science,65.1,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Placed,421341.0
1379,M,81.49,Others,51.12,Others,Arts,83.49,Sci&Tech,No,98.0,Mkt&HR,77.89,Placed,
1380,M,89.4,Others,59.52,Central,Science,75.62,Comm&Mgmt,No,82.3,Mkt&HR,77.76,Not Placed,279889.0
1381,M,64.11,Central,49.31,Others,Commerce,88.8,Comm&Mgmt,No,80.68,Mkt&Fin,77.89,Not Placed,241492.0
1382,M,89.4,Others,80.65,Central,Science,83.8,Comm&Mgmt,No,98.0,Mkt&Fin,67.83,Not Placed,606138.0
1383,M,85.35,Central,56.35,Central,Science,82.18,Sci&Tech,No,80.33,Mkt&Fin,77.89,Placed,
1384,M,55.31,Central,37.0,Central,Commerce,78.39,Comm&Mgmt,Yes,98.0,Mkt&HR,71.45,Not Placed,
1385,M,88.57,Others,37.0,Central,Science,77.44,Comm&Mgmt,No,76.21,Mkt&Fin,72.63,Placed,
1386,M,67.51,Others,56.26,Central,Science,50.0,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
1387,F,65.82,Central,73.9,Central,Commerce,57.82,Comm&Mgmt,No,78.61,Mkt&HR,63.9,Placed,308252.0
1388,M,76.35,Others,48.65,Central,Science,82.15,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Not Placed,
1389,M,89.4,Central,63.3,Others,Science,62.5,Sci&Tech,Yes,98.0,Mkt&Fin,75.66,Not Placed,
1390,M,89.4,Others,69.69,Others,Science,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,65.82,Placed,
1391,M,40.89,Central,51.55,Central,Commerce,62.1,Comm&Mgmt,Yes,87.98,Mkt&HR,64.01,Not Placed,311198.0
1392,M,89.4,Central,37.0,Central,Arts,87.27,Comm&Mgmt,Yes,78.84,Mkt&Fin,77.89,Not Placed,940000.0
1393,F,44.98,Central,48.21,Others,Commerce,72.76,Comm&Mgmt,Yes,70.86,Mkt&Fin,66.83,Not Placed,323775.0
1394,M,82.93,Others,95.13,Central,Commerce,65.14,Comm&Mgmt,Yes,58.08,Mkt&HR,68.81,Not Placed,
1395,F,89.4,Central,79.78,Central,Commerce,83.06,Comm&Mgmt,No,87.09,Mkt&HR,64.94,Not Placed,306962.0
1396,M,66.61,Central,97.7,Central,Science,82.84,Comm&Mgmt,Yes,77.86,Mkt&Fin,57.89,Placed,200000.0
1397,M,61.75,Others,71.43,Others,Science,91.0,Comm&Mgmt,Yes,85.05,Mkt&Fin,59.11,Not Placed,200000.0
1398,M,85.87,Central,37.0,Central,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.42,Placed,
1399,M,56.91,Others,54.26,Central,Arts,75.66,Comm&Mgmt,No,98.0,Mkt&HR,55.29,Not Placed,255334.0
1400,M,57.31,Others,61.94,Central,Science,55.75,Comm&Mgmt,No,98.0,Mkt&HR,71.58,Not Placed,
1401,M,72.83,Central,56.74,Central,Commerce,82.2,Comm&Mgmt,No,83.16,Mkt&HR,61.96,Placed,236771.0
1402,M,81.76,Others,91.29,Others,Arts,54.59,Others,Yes,98.0,Mkt&Fin,77.89,Placed,314506.0
1403,M,49.73,Central,73.71,Central,Commerce,67.58,Others,No,83.57,Mkt&HR,57.32,Not Placed,303197.0
1404,F,60.42,Central,63.3,Central,Science,79.36,Comm&Mgmt,No,74.2,Mkt&Fin,77.89,Not Placed,479554.0
1405,M,77.95,Others,61.6,Others,Science,82.88,Comm&Mgmt,No,54.89,Mkt&Fin,62.94,Placed,306285.0
1406,F,55.03,Others,68.27,Central,Commerce,57.44,Comm&Mgmt,No,86.82,Mkt&Fin,66.55,Not Placed,288006.0
1407,M,43.73,Others,70.38,Central,Science,61.93,Comm&Mgmt,No,78.27,Mkt&HR,73.12,Not Placed,
1408,M,74.97,Others,61.42,Central,Science,54.61,Comm&Mgmt,No,94.04,Mkt&Fin,62.32,Placed,275343.0
1409,M,41.0,Others,63.93,Others,Science,53.13,Comm&Mgmt,Yes,77.97,Mkt&HR,69.71,Placed,
1410,M,52.11,Others,37.0,Others,Arts,69.67,Sci&Tech,No,98.0,Mkt&Fin,73.4,Not Placed,
1411,F,66.62,Others,54.05,Central,Commerce,87.19,Comm&Mgmt,Yes,98.0,Mkt&Fin,66.81,Placed,200000.0
1412,M,86.21,Others,53.06,Central,Science,77.75,Comm&Mgmt,Yes,76.3,Mkt&HR,68.13,Not Placed,
1413,M,75.72,Central,84.99,Others,Commerce,81.27,Comm&Mgmt,No,98.0,Mkt&HR,68.13,Placed,542057.0
1414,F,79.54,Others,80.91,Central,Commerce,72.81,Comm&Mgmt,No,98.0,Mkt&Fin,64.78,Placed,
1415,M,70.33,Central,60.43,Others,Science,91.0,Comm&Mgmt,No,68.49,Mkt&HR,62.47,Not Placed,
1416,F,82.6,Others,57.42,Central,Science,75.34,Sci&Tech,Yes,98.0,Mkt&Fin,51.21,Not Placed,
1417,F,75.95,Others,54.77,Central,Commerce,58.09,Comm&Mgmt,Yes,98.0,Mkt&HR,67.5,Placed,
1418,M,44.81,Others,53.92,Central,Commerce,60.82,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
1419,M,56.7,Others,37.0,Others,Science,71.48,Comm&Mgmt,No,87.49,Mkt&Fin,62.76,Placed,
1420,M,69.34,Central,71.53,Others,Science,71.89,Comm&Mgmt,Yes,63.48,Mkt&HR,62.96,Not Placed,324404.0
1421,M,53.5,Central,60.48,Others,Commerce,52.96,Comm&Mgmt,No,75.67,Mkt&HR,67.52,Not Placed,
1422,F,85.49,Central,54.68,Central,Commerce,71.98,Others,No,79.56,Mkt&HR,68.7,Placed,289706.0
1423,M,40.89,Central,80.16,Others,Science,55.6,Sci&Tech,Yes,98.0,Mkt&Fin,68.67,Not Placed,265859.0
1424,M,55.55,Others,76.61,Central,Arts,69.63,Comm&Mgmt,No,84.35,Mkt&HR,62.25,Not Placed,
1425,M,68.07,Central,59.92,Central,Science,67.68,Sci&Tech,No,79.22,Mkt&HR,75.94,Not Placed,
1426,M,41.16,Others,68.6,Central,Science,76.46,Sci&Tech,Yes,98.0,Mkt&HR,77.89,Not Placed,330817.0
1427,M,75.92,Others,55.77,Others,Commerce,83.57,Comm&Mgmt,No,98.0,Mkt&HR,66.53,Not Placed,245773.0
1428,M,40.89,Central,55.63,Central,Science,73.04,Comm&Mgmt,No,81.21,Mkt&HR,77.89,Not Placed,
1429,M,87.14,Others,65.67,Central,Science,88.44,Comm&Mgmt,No,68.93,Mkt&HR,77.89,Placed,
1430,M,84.4,Others,49.3,Central,Science,91.0,Comm&Mgmt,Yes,98.0,Mkt&HR,71.97,Not Placed,
1431,M,75.17,Central,61.46,Central,Arts,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,58.08,Not Placed,457697.0
1432,M,57.78,Others,85.54,Central,Science,91.0,Comm&Mgmt,No,97.77,Mkt&HR,77.89,Placed,321551.0
1433,F,89.4,Central,37.0,Others,Science,83.0,Comm&Mgmt,No,62.56,Mkt&HR,64.79,Not Placed,321876.0
1434,M,42.41,Others,75.64,Central,Commerce,50.0,Comm&Mgmt,No,98.0,Mkt&Fin,63.78,Not Placed,289024.0
1435,M,86.03,Others,85.64,Central,Science,80.06,Comm&Mgmt,No,98.0,Mkt&Fin,64.36,Placed,306524.0
1436,M,71.53,Others,94.58,Central,Arts,50.0,Comm&Mgmt,No,72.61,Mkt&Fin,70.36,Placed,300836.0
1437,M,51.64,Others,72.86,Central,Science,67.76,Comm&Mgmt,No,59.14,Mkt&Fin,56.93,Placed,
1438,M,58.92,Central,75.87,Central,Science,91.0,Comm&Mgmt,No,95.86,Mkt&Fin,62.63,Not Placed,302334.0
1439,M,40.89,Others,51.72,Central,Science,80.48,Comm&Mgmt,Yes,98.0,Mkt&HR,65.34,Placed,
1440,M,87.02,Others,82.02,Central,Science,72.4,Comm&Mgmt,No,74.46,Mkt&Fin,75.52,Not Placed,
1441,M,43.88,Others,41.32,Central,Science,76.29,Comm&Mgmt,No,71.35,Mkt&Fin,59.46,Not Placed,
1442,M,44.45,Others,63.25,Central,Science,87.28,Comm&Mgmt,No,63.81,Mkt&Fin,57.0,Placed,
1443,F,89.4,Central,88.26,Others,Science,86.01,Comm&Mgmt,No,82.29,Mkt&Fin,72.94,Placed,295160.0
1444,M,77.77,Central,75.96,Central,Commerce,91.0,Comm&Mgmt,Yes,80.03,Mkt&Fin,72.7,Not Placed,200000.0
1445,M,89.4,Central,96.42,Central,Commerce,62.6,Comm&Mgmt,No,74.99,Mkt&Fin,66.59,Not Placed,322818.0
1446,F,70.51,Central,54.19,Others,Arts,88.93,Sci&Tech,Yes,98.0,Mkt&Fin,77.89,Not Placed,296152.0
1447,F,55.99,Others,65.75,Central,Commerce,70.57,Others,No,74.94,Mkt&HR,70.15,Placed,326436.0
1448,M,52.46,Others,88.59,Central,Science,69.22,Comm&Mgmt,No,98.0,Mkt&HR,63.16,Placed,940000.0
1449,M,63.16,Central,78.48,Central,Commerce,70.48,Comm&Mgmt,No,98.0,Mkt&Fin,73.69,Not Placed,
1450,M,89.4,Central,87.13,Central,Science,77.92,Comm&Mgmt,No,98.0,Mkt&Fin,57.55,Placed,265886.0
1451,M,89.4,Others,77.91,Others,Science,91.0,Comm&Mgmt,No,98.0,Mkt&HR,72.53,Placed,287897.0
1452,M,89.4,Central,93.31,Others,Science,81.02,Comm&Mgmt,Yes,80.27,Mkt&Fin,67.84,Placed,316788.0
1453,M,65.84,Central,65.09,Others,Science,80.19,Comm&Mgmt,No,98.0,Mkt&Fin,68.04,Not Placed,
1454,M,40.89,Central,90.02,Central,Commerce,78.87,Comm&Mgmt,No,98.0,Mkt&Fin,64.42,Not Placed,275109.0
1455,M,79.9,Others,56.51,Central,Science,86.12,Comm&Mgmt,No,83.14,Mkt&Fin,74.63,Not Placed,
1456,M,43.48,Others,78.96,Central,Commerce,61.52,Comm&Mgmt,No,71.65,Mkt&HR,77.89,Not Placed,
1457,M,72.32,Others,59.31,Others,Science,69.82,Comm&Mgmt,No,98.0,Mkt&HR,67.62,Not Placed,301642.0
1458,M,75.92,Central,82.18,Central,Science,83.94,Sci&Tech,Yes,98.0,Mkt&Fin,67.32,Placed,381325.0
1459,M,82.08,Central,58.13,Central,Commerce,79.66,Comm&Mgmt,No,98.0,Mkt&Fin,68.24,Not Placed,316173.0
1460,M,53.28,Central,51.05,Central,Science,85.91,Sci&Tech,No,98.0,Mkt&Fin,64.11,Not Placed,
1461,M,60.22,Others,37.0,Others,Science,85.04,Comm&Mgmt,No,98.0,Mkt&Fin,70.02,Placed,
1462,M,77.56,Others,39.62,Others,Science,70.73,Comm&Mgmt,No,53.97,Mkt&HR,77.89,Placed,
1463,M,89.4,Others,69.23,Others,Science,84.9,Comm&Mgmt,No,78.54,Mkt&Fin,77.63,Not Placed,313207.0
1464,F,60.32,Others,55.89,Others,Commerce,69.16,Comm&Mgmt,No,55.5,Mkt&HR,76.18,Placed,
1465,M,57.37,Others,72.51,Others,Commerce,91.0,Comm&Mgmt,No,55.58,Mkt&Fin,71.51,Not Placed,
1466,M,40.89,Central,80.02,Central,Commerce,50.0,Comm&Mgmt,No,98.0,Mkt&HR,77.74,Not Placed,
1467,M,89.4,Central,71.14,Central,Science,78.94,Sci&Tech,Yes,98.0,Mkt&Fin,59.99,Not Placed,200000.0
1468,M,74.51,Central,49.75,Others,Science,77.68,Comm&Mgmt,Yes,98.0,Mkt&Fin,64.96,Placed,286996.0
1469,M,52.3,Others,74.73,Central,Science,57.63,Comm&Mgmt,Yes,57.35,Mkt&HR,73.49,Placed,
1470,M,69.65,Others,67.48,Others,Science,63.04,Comm&Mgmt,No,98.0,Mkt&HR,72.75,Not Placed,278956.0
1471,M,47.89,Others,55.4,Central,Science,87.26,Comm&Mgmt,No,98.0,Mkt&Fin,75.29,Not Placed,245788.0
1472,M,82.47,Others,70.57,Central,Commerce,84.59,Comm&Mgmt,No,50.0,Mkt&Fin,67.94,Not Placed,332813.0
1473,M,76.39,Central,69.03,Central,Science,58.81,Sci&Tech,No,98.0,Mkt&HR,77.89,Placed,292445.0
1474,F,50.89,Others,53.24,Central,Science,79.41,Comm&Mgmt,Yes,98.0,Mkt&HR,77.89,Placed,400584.0
1475,M,89.4,Others,55.48,Others,Science,88.37,Comm&Mgmt,No,98.0,Mkt&Fin,62.95,Placed,
1476,M,54.47,Others,58.14,Central,Commerce,62.77,Comm&Mgmt,No,81.37,Mkt&Fin,74.16,Placed,247914.0
1477,F,62.09,Others,38.69,Central,Science,73.48,Sci&Tech,No,84.07,Mkt&Fin,66.17,Not Placed,
1478,F,40.89,Central,84.38,Others,Science,50.0,Comm&Mgmt,No,98.0,Mkt&Fin,74.93,Not Placed,302847.0
1479,M,60.34,Central,37.0,Others,Commerce,87.01,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
1480,M,74.42,Others,68.85,Others,Science,65.11,Comm&Mgmt,Yes,67.58,Mkt&HR,77.64,Placed,
1481,M,61.53,Others,44.75,Central,Science,91.0,Comm&Mgmt,No,93.17,Mkt&HR,66.41,Placed,308606.0
1482,M,86.83,Others,65.18,Others,Science,80.99,Sci&Tech,No,93.51,Mkt&Fin,67.47,Not Placed,
1483,M,64.13,Others,37.0,Central,Science,81.01,Comm&Mgmt,No,93.78,Mkt&Fin,70.8,Not Placed,315886.0
1484,M,50.54,Central,79.64,Central,Commerce,83.87,Comm&Mgmt,No,90.19,Mkt&HR,77.89,Not Placed,331833.0
1485,F,63.99,Central,50.64,Others,Commerce,58.7,Comm&Mgmt,No,98.0,Mkt&HR,59.95,Not Placed,
1486,M,70.67,Others,64.42,Others,Commerce,64.2,Comm&Mgmt,Yes,98.0,Mkt&HR,73.63,Placed,
1487,F,87.19,Central,66.71,Central,Commerce,82.18,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,
1488,M,89.4,Others,75.45,Central,Science,56.01,Sci&Tech,Yes,98.0,Mkt&Fin,70.25,Placed,
1489,F,70.09,Others,61.97,Others,Commerce,65.11,Comm&Mgmt,Yes,50.13,Mkt&HR,64.96,Not Placed,
1490,M,68.34,Central,77.46,Central,Science,79.71,Comm&Mgmt,Yes,83.52,Mkt&Fin,66.73,Not Placed,313104.0
1491,M,40.89,Others,65.29,Others,Science,58.93,Comm&Mgmt,No,89.39,Mkt&HR,59.55,Not Placed,
1492,M,65.97,Others,93.87,Central,Commerce,84.45,Comm&Mgmt,Yes,98.0,Mkt&Fin,68.05,Placed,
1493,M,79.91,Others,80.45,Central,Science,71.97,Sci&Tech,No,98.0,Mkt&Fin,77.89,Placed,339632.0
1494,M,74.05,Central,68.44,Central,Science,56.03,Sci&Tech,Yes,98.0,Mkt&HR,65.91,Placed,325838.0
1495,M,89.4,Central,86.44,Others,Commerce,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,72.41,Placed,280336.0
1496,M,68.93,Central,69.34,Central,Science,88.44,Comm&Mgmt,Yes,58.5,Mkt&Fin,77.89,Not Placed,294316.0
1497,M,56.67,Others,75.48,Central,Science,88.15,Others,No,55.54,Mkt&HR,67.74,Not Placed,217742.0
1498,M,89.4,Others,90.04,Others,Science,83.18,Comm&Mgmt,Yes,68.87,Mkt&Fin,77.89,Not Placed,270572.0
1499,M,86.39,Others,75.05,Others,Science,78.59,Comm&Mgmt,No,98.0,Mkt&Fin,65.78,Placed,305133.0
1500,M,76.68,Others,79.18,Central,Commerce,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,69.04,Not Placed,
1501,M,89.4,Others,71.85,Central,Commerce,87.93,Comm&Mgmt,Yes,98.0,Mkt&Fin,70.74,Not Placed,278727.0
1502,M,89.4,Others,51.81,Others,Science,74.78,Comm&Mgmt,No,76.68,Mkt&HR,62.17,Not Placed,
1503,M,82.82,Others,75.74,Central,Science,91.0,Sci&Tech,No,98.0,Mkt&Fin,77.89,Placed,
1504,M,68.5,Central,47.6,Central,Commerce,80.18,Comm&Mgmt,Yes,98.0,Mkt&HR,73.85,Not Placed,260392.0
1505,M,64.01,Central,41.77,Central,Science,66.78,Others,No,70.95,Mkt&HR,59.21,Not Placed,
1506,M,65.83,Others,52.23,Central,Science,69.03,Comm&Mgmt,No,73.49,Mkt&HR,77.89,Placed,
1507,M,82.16,Others,57.7,Central,Science,91.0,Comm&Mgmt,No,56.61,Mkt&HR,62.11,Not Placed,
1508,M,49.95,Others,65.26,Central,Science,68.81,Comm&Mgmt,No,79.34,Mkt&Fin,70.01,Placed,
1509,M,69.4,Central,67.56,Central,Arts,78.92,Comm&Mgmt,No,98.0,Mkt&HR,59.5,Not Placed,264738.0
1510,F,87.13,Central,73.88,Others,Arts,73.27,Comm&Mgmt,Yes,80.66,Mkt&Fin,73.78,Placed,332329.0
1511,M,54.31,Others,39.43,Others,Commerce,80.11,Comm&Mgmt,No,93.22,Mkt&Fin,72.73,Placed,743448.0
1512,M,77.85,Others,63.15,Others,Commerce,68.35,Comm&Mgmt,No,96.66,Mkt&Fin,66.98,Placed,
1513,M,89.4,Others,62.95,Others,Science,81.09,Sci&Tech,No,98.0,Mkt&Fin,64.19,Placed,
1514,M,86.28,Others,78.95,Others,Commerce,60.58,Comm&Mgmt,No,59.6,Mkt&HR,68.32,Not Placed,
1515,M,59.07,Central,37.0,Central,Commerce,77.8,Comm&Mgmt,No,92.5,Mkt&HR,74.92,Not Placed,323895.0
1516,M,45.99,Others,74.78,Central,Commerce,52.56,Comm&Mgmt,No,98.0,Mkt&HR,62.07,Not Placed,
1517,M,44.26,Central,71.24,Central,Science,55.8,Comm&Mgmt,Yes,98.0,Mkt&HR,72.56,Not Placed,
1518,M,87.27,Others,59.37,Others,Science,83.17,Comm&Mgmt,No,77.85,Mkt&Fin,67.82,Placed,
1519,F,46.25,Central,64.24,Central,Science,88.0,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.89,Placed,392053.0
1520,M,40.89,Central,42.4,Central,Arts,64.24,Comm&Mgmt,No,50.0,Mkt&Fin,66.17,Not Placed,284294.0
1521,M,48.61,Others,56.1,Others,Science,67.68,Comm&Mgmt,No,88.84,Mkt&HR,76.38,Not Placed,298541.0
1522,M,64.73,Central,79.06,Others,Commerce,50.0,Comm&Mgmt,No,82.25,Mkt&Fin,77.89,Not Placed,
1523,M,89.34,Others,77.45,Others,Science,77.78,Sci&Tech,No,98.0,Mkt&HR,71.78,Not Placed,289821.0
1524,M,71.47,Others,84.1,Central,Science,83.89,Comm&Mgmt,Yes,98.0,Mkt&Fin,76.77,Placed,292350.0
1525,M,89.4,Others,97.7,Others,Commerce,91.0,Comm&Mgmt,No,98.0,Mkt&Fin,66.68,Not Placed,500726.0
1526,M,75.72,Others,88.06,Others,Science,90.25,Comm&Mgmt,Yes,78.74,Mkt&Fin,74.23,Placed,337753.0
1527,M,89.4,Others,90.31,Central,Science,55.08,Sci&Tech,No,95.12,Mkt&Fin,54.67,Not Placed,
1528,M,42.04,Others,77.74,Others,Commerce,52.19,Comm&Mgmt,No,98.0,Mkt&Fin,74.07,Placed,
1529,M,59.11,Central,37.0,Others,Commerce,80.93,Comm&Mgmt,No,98.0,Mkt&HR,77.89,Not Placed,
1530,M,89.4,Others,64.43,Others,Commerce,86.11,Comm&Mgmt,No,98.0,Mkt&HR,76.6,Not Placed,
1531,M,41.92,Others,59.1,Central,Science,67.04,Comm&Mgmt,No,98.0,Mkt&Fin,77.89,Not Placed,
1532,F,60.62,Others,67.44,Others,Commerce,68.85,Comm&Mgmt,No,77.95,Mkt&HR,66.57,Not Placed,306617.0
1533,M,69.17,Others,57.1,Others,Science,64.9,Sci&Tech,No,96.47,Mkt&HR,77.89,Not Placed,
1534,M,40.89,Central,37.0,Central,Arts,76.12,Comm&Mgmt,No,90.27,Mkt&HR,77.89,Not Placed,
1535,F,45.43,Others,55.75,Others,Science,67.76,Comm&Mgmt,Yes,98.0,Mkt&Fin,77.27,Not Placed,295222.0
1536,M,83.92,Central,69.01,Central,Science,82.91,Comm&Mgmt,No,71.82,Mkt&HR,72.44,Not Placed,
1537,M,54.62,Others,75.5,Others,Commerce,71.59,Comm&Mgmt,No,50.0,Mkt&Fin,54.02,Not Placed,
1538,M,57.72,Others,86.41,Others,Commerce,82.69,Others,Yes,92.46,Mkt&Fin,74.08,Placed,323813.0
1539,F,80.36,Central,52.99,Central,Science,64.16,Comm&Mgmt,Yes,75.97,Mkt&Fin,75.95,Not Placed,232492.0
1540,M,52.35,Central,51.8,Central,Arts,82.99,Others,Yes,81.69,Mkt&HR,77.89,Not Placed,524357.0
1541,M,80.7,Others,53.91,Others,Science,87.18,Comm&Mgmt,No,75.68,Mkt&HR,77.89,Not Placed,344489.0
